id,approved,analysis_status,kind,month,registration_image,comparision_image,similarity,time,r_image_confidence,c_image_confidence
93e9874d-fcdd-4ce2-bfd4-6d5676b2a889,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,93e9874d-fcdd-4ce2-bfd4-6d5676b2a889_selfie.jpeg,93e9874d-fcdd-4ce2-bfd4-6d5676b2a889_transaction_selfie.jpeg,0.77,0.29,0.84,0.86
78730982-e547-44e2-ac43-7273bb2350de,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,78730982-e547-44e2-ac43-7273bb2350de_selfie.jpeg,78730982-e547-44e2-ac43-7273bb2350de_transaction_selfie.jpeg,0.73,0.26,0.83,0.84
e50e64fe-f759-4395-8d1f-8e40994f5267,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,e50e64fe-f759-4395-8d1f-8e40994f5267_selfie.jpeg,e50e64fe-f759-4395-8d1f-8e40994f5267_transaction_selfie.jpeg,0.81,0.33,0.78,0.87
6bb07050-aee8-47bb-b9e0-579022954813,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,6bb07050-aee8-47bb-b9e0-579022954813_selfie.jpeg,6bb07050-aee8-47bb-b9e0-579022954813_transaction_selfie.jpeg,0.76,0.3,0.87,0.87
95c50bf2-4c1c-412b-9687-7ea6bafc242a,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,95c50bf2-4c1c-412b-9687-7ea6bafc242a_selfie.jpeg,95c50bf2-4c1c-412b-9687-7ea6bafc242a_transaction_selfie.jpeg,0.84,0.36,0.82,0.87
f19aed51-7c03-4652-859a-252dfff24843,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,f19aed51-7c03-4652-859a-252dfff24843_selfie.jpeg,f19aed51-7c03-4652-859a-252dfff24843_transaction_selfie.jpeg,0.54,0.31,0.88,0.86
ede8d24e-e9fd-4414-b9f8-3d99e24cef6d,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,12,ede8d24e-e9fd-4414-b9f8-3d99e24cef6d_selfie.jpeg,ede8d24e-e9fd-4414-b9f8-3d99e24cef6d_transaction_selfie.jpeg,0.55,0.38,0.87,0.86
fc5621ad-3f38-4193-aa95-648b5c77550f,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,fc5621ad-3f38-4193-aa95-648b5c77550f_selfie.jpeg,fc5621ad-3f38-4193-aa95-648b5c77550f_transaction_selfie.jpeg,0.82,0.28,0.87,0.88
cc0456ca-a80f-464d-add3-6fcd5b08e8a9,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,cc0456ca-a80f-464d-add3-6fcd5b08e8a9_selfie.jpeg,cc0456ca-a80f-464d-add3-6fcd5b08e8a9_transaction_selfie.jpeg,0.9,0.34,0.87,0.87
70db4f83-379d-4a4c-a579-23754f2d3dbf,1,BIOMETRIC_NEEDS_REVALIDATION,MANUAL_BY_BIOMETRIC_FACE,10,70db4f83-379d-4a4c-a579-23754f2d3dbf_selfie.jpeg,70db4f83-379d-4a4c-a579-23754f2d3dbf_transaction_selfie.jpeg,0.88,0.29,0.84,0.86
5ef3cb09-bef9-4310-b194-3d898b7711c6,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,5ef3cb09-bef9-4310-b194-3d898b7711c6_selfie.jpeg,5ef3cb09-bef9-4310-b194-3d898b7711c6_transaction_selfie.jpeg,0.05,0.28,0.86,0.87
911811ee-92ba-4240-9a60-06de603eac19,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,911811ee-92ba-4240-9a60-06de603eac19_selfie.jpeg,911811ee-92ba-4240-9a60-06de603eac19_transaction_selfie.jpeg,0.56,0.3,0.83,0.87
fa5fca23-ee87-4efc-9a54-b5d95cb3a27a,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,fa5fca23-ee87-4efc-9a54-b5d95cb3a27a_selfie.jpeg,fa5fca23-ee87-4efc-9a54-b5d95cb3a27a_transaction_selfie.jpeg,0.86,0.28,0.87,0.86
3de7391c-c21d-4e63-8c3c-49395e49f050,1,BIOMETRIC_NEEDS_REVALIDATION,MANUAL_BY_BIOMETRIC_FACE,10,3de7391c-c21d-4e63-8c3c-49395e49f050_selfie.jpeg,3de7391c-c21d-4e63-8c3c-49395e49f050_transaction_selfie.jpeg,0.59,0.48,0.87,0.85
6fefa17d-55ce-4389-bac1-55cd14382037,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,6fefa17d-55ce-4389-bac1-55cd14382037_selfie.jpeg,6fefa17d-55ce-4389-bac1-55cd14382037_transaction_selfie.jpeg,0.72,0.29,0.85,0.83
acbf7b5e-d91e-40d6-a290-ab70677d1e37,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,acbf7b5e-d91e-40d6-a290-ab70677d1e37_selfie.jpeg,acbf7b5e-d91e-40d6-a290-ab70677d1e37_transaction_selfie.jpeg,0.84,0.45,0.88,0.86
fe0f52c3-29f3-4f9f-9055-9c8b87866a92,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,fe0f52c3-29f3-4f9f-9055-9c8b87866a92_selfie.jpeg,fe0f52c3-29f3-4f9f-9055-9c8b87866a92_transaction_selfie.jpeg,0.81,0.27,0.87,0.87
9bd3fdd6-013a-4321-a750-8ebd479b6fd2,1,BIOMETRIC_TRANSACTION_BAD_QUALITY,MANUAL_BY_BIOMETRIC_FACE,10,9bd3fdd6-013a-4321-a750-8ebd479b6fd2_selfie.jpeg,9bd3fdd6-013a-4321-a750-8ebd479b6fd2_transaction_selfie.jpeg,0.67,0.29,0.86,0.85
a7bea94f-a796-43ae-9c50-47cc6e3aa205,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,a7bea94f-a796-43ae-9c50-47cc6e3aa205_selfie.jpeg,a7bea94f-a796-43ae-9c50-47cc6e3aa205_transaction_selfie.jpeg,0.62,0.31,0.85,0.86
c14347b4-8079-4279-86a6-ce7dedddecc8,1,BIOMETRIC_NEEDS_REVALIDATION,MANUAL_BY_BIOMETRIC_FACE,10,c14347b4-8079-4279-86a6-ce7dedddecc8_selfie.jpeg,c14347b4-8079-4279-86a6-ce7dedddecc8_transaction_selfie.jpeg,0.42,0.31,0.79,0.87
6f75615e-77ab-4fb4-96d6-be7dfbca3dfd,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,6f75615e-77ab-4fb4-96d6-be7dfbca3dfd_selfie.jpeg,6f75615e-77ab-4fb4-96d6-be7dfbca3dfd_transaction_selfie.jpeg,0.66,0.3,0.85,0.86
988dd427-03a1-48fd-bb02-716cdef2c11f,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,988dd427-03a1-48fd-bb02-716cdef2c11f_selfie.jpeg,988dd427-03a1-48fd-bb02-716cdef2c11f_transaction_selfie.jpeg,0.65,2.09,0.31,0.87
31e37515-90a3-4ad1-8bf0-5f4f4e612aa6,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,31e37515-90a3-4ad1-8bf0-5f4f4e612aa6_selfie.jpeg,31e37515-90a3-4ad1-8bf0-5f4f4e612aa6_transaction_selfie.jpeg,0.9,0.31,0.87,0.87
3bdd2a8f-bffb-41b4-a9c4-cd3aeff21ae0,1,BIOMETRIC_NEEDS_REVALIDATION,MANUAL_BY_BIOMETRIC_FACE,10,3bdd2a8f-bffb-41b4-a9c4-cd3aeff21ae0_selfie.jpeg,3bdd2a8f-bffb-41b4-a9c4-cd3aeff21ae0_transaction_selfie.jpeg,0.8,0.28,0.86,0.87
84f944dd-33e3-4de4-a648-be6ee2f4374f,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,84f944dd-33e3-4de4-a648-be6ee2f4374f_selfie.jpeg,84f944dd-33e3-4de4-a648-be6ee2f4374f_transaction_selfie.jpeg,0.64,0.28,0.85,0.88
0a5ae06a-0540-4b47-ab31-d8ff40f43d05,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,0a5ae06a-0540-4b47-ab31-d8ff40f43d05_selfie.jpeg,0a5ae06a-0540-4b47-ab31-d8ff40f43d05_transaction_selfie.jpeg,0.84,0.31,0.8,0.86
aedcce74-8ca2-449d-873e-b7f74f2df1a3,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,aedcce74-8ca2-449d-873e-b7f74f2df1a3_selfie.jpeg,aedcce74-8ca2-449d-873e-b7f74f2df1a3_transaction_selfie.jpeg,0.79,0.25,0.88,0.88
bc92f61f-c63b-4ce9-98cf-628e388505bb,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,bc92f61f-c63b-4ce9-98cf-628e388505bb_selfie.jpeg,bc92f61f-c63b-4ce9-98cf-628e388505bb_transaction_selfie.jpeg,0.69,0.28,0.82,0.87
3ac2dbd6-7817-4eee-b761-4dda8f2df3ac,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,3ac2dbd6-7817-4eee-b761-4dda8f2df3ac_selfie.jpeg,3ac2dbd6-7817-4eee-b761-4dda8f2df3ac_transaction_selfie.jpeg,0.64,0.27,0.77,0.87
40844a84-cbb6-4ff1-ba6c-1427a1cbd87f,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,40844a84-cbb6-4ff1-ba6c-1427a1cbd87f_selfie.jpeg,40844a84-cbb6-4ff1-ba6c-1427a1cbd87f_transaction_selfie.jpeg,0.73,0.27,0.86,0.88
c36d1a77-185f-4a89-a14d-47809a6f904c,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,c36d1a77-185f-4a89-a14d-47809a6f904c_selfie.jpeg,c36d1a77-185f-4a89-a14d-47809a6f904c_transaction_selfie.jpeg,0.65,0.29,0.88,0.89
4f51b44a-dd62-4112-9425-9572228759f1,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,12,4f51b44a-dd62-4112-9425-9572228759f1_selfie.jpeg,4f51b44a-dd62-4112-9425-9572228759f1_transaction_selfie.jpeg,0.14,0.37,0.66,0.85
eca9baea-19ca-4a84-b694-e744d84f7b47,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,eca9baea-19ca-4a84-b694-e744d84f7b47_selfie.jpeg,eca9baea-19ca-4a84-b694-e744d84f7b47_transaction_selfie.jpeg,0.93,0.29,0.86,0.87
8ffb90b2-bca7-4c76-9979-b402f03e7524,1,BIOMETRIC_TRANSACTION_BAD_QUALITY,MANUAL_BY_BIOMETRIC_FACE,10,8ffb90b2-bca7-4c76-9979-b402f03e7524_selfie.jpeg,8ffb90b2-bca7-4c76-9979-b402f03e7524_transaction_selfie.jpeg,0.67,0.36,0.91,0.78
04f7777e-fde4-4fe3-8136-039f56b938d9,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,04f7777e-fde4-4fe3-8136-039f56b938d9_selfie.jpeg,04f7777e-fde4-4fe3-8136-039f56b938d9_transaction_selfie.jpeg,0.19,0.31,0.81,0.83
3ea05815-17c0-43d5-be2a-7e0ef7ee1da2,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,3ea05815-17c0-43d5-be2a-7e0ef7ee1da2_selfie.jpeg,3ea05815-17c0-43d5-be2a-7e0ef7ee1da2_transaction_selfie.jpeg,0.29,0.3,0.85,0.87
1c322af4-049a-4a03-aae7-e8a6b13813d2,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,1c322af4-049a-4a03-aae7-e8a6b13813d2_selfie.jpeg,1c322af4-049a-4a03-aae7-e8a6b13813d2_transaction_selfie.jpeg,0.72,0.29,0.62,0.86
8664e53c-e392-4988-be4e-c4c207648c54,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,8664e53c-e392-4988-be4e-c4c207648c54_selfie.jpeg,8664e53c-e392-4988-be4e-c4c207648c54_transaction_selfie.jpeg,0.44,0.62,0.81,0.88
45b6cdea-2a8b-452c-b749-285803f11a0d,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,45b6cdea-2a8b-452c-b749-285803f11a0d_selfie.jpeg,45b6cdea-2a8b-452c-b749-285803f11a0d_transaction_selfie.jpeg,0.38,0.34,0.84,0.84
9282c73f-7a3e-4dc9-8b8b-535a96176722,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,9282c73f-7a3e-4dc9-8b8b-535a96176722_selfie.jpeg,9282c73f-7a3e-4dc9-8b8b-535a96176722_transaction_selfie.jpeg,0.52,0.32,0.81,0.87
20d8325f-9ccb-48f5-bae1-83562c117310,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,12,20d8325f-9ccb-48f5-bae1-83562c117310_selfie.jpeg,20d8325f-9ccb-48f5-bae1-83562c117310_transaction_selfie.jpeg,0.64,0.27,0.85,0.86
e01a5938-17d3-4db3-8c0a-a2d613aa10f2,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,e01a5938-17d3-4db3-8c0a-a2d613aa10f2_selfie.jpeg,e01a5938-17d3-4db3-8c0a-a2d613aa10f2_transaction_selfie.jpeg,0.5,0.26,0.78,0.88
dbfba1fb-2980-45bb-8d54-ee68914e9277,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,dbfba1fb-2980-45bb-8d54-ee68914e9277_selfie.jpeg,dbfba1fb-2980-45bb-8d54-ee68914e9277_transaction_selfie.jpeg,0.72,0.34,0.77,0.84
4a7e9cf5-920f-438a-84b4-a1c8ecf8a727,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,4a7e9cf5-920f-438a-84b4-a1c8ecf8a727_selfie.jpeg,4a7e9cf5-920f-438a-84b4-a1c8ecf8a727_transaction_selfie.jpeg,0.8,0.3,0.86,0.87
d4f8da2b-f4db-4010-a8d5-6afd3cdb5670,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,d4f8da2b-f4db-4010-a8d5-6afd3cdb5670_selfie.jpeg,d4f8da2b-f4db-4010-a8d5-6afd3cdb5670_transaction_selfie.jpeg,0.54,0.61,0.81,0.86
6c0e0739-33f5-45da-aa90-dbdd055be88d,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,6c0e0739-33f5-45da-aa90-dbdd055be88d_selfie.jpeg,6c0e0739-33f5-45da-aa90-dbdd055be88d_transaction_selfie.jpeg,0.78,0.27,0.5,0.86
cd8638c6-e7d3-4bef-889c-5517b3751a0c,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,cd8638c6-e7d3-4bef-889c-5517b3751a0c_selfie.jpeg,cd8638c6-e7d3-4bef-889c-5517b3751a0c_transaction_selfie.jpeg,0.75,0.45,0.86,0.87
2e4d991c-5dfa-4ed4-984d-9addeda2e988,1,,MANUAL_BY_BIOMETRIC_FACE,8,2e4d991c-5dfa-4ed4-984d-9addeda2e988_selfie.jpeg,2e4d991c-5dfa-4ed4-984d-9addeda2e988_transaction_selfie.jpeg,0.83,0.36,0.81,0.87
a315883a-4d87-408b-8e7e-b92d68118699,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,a315883a-4d87-408b-8e7e-b92d68118699_selfie.jpeg,a315883a-4d87-408b-8e7e-b92d68118699_transaction_selfie.jpeg,0.6,0.32,0.85,0.86
9ab51757-e3be-4304-820b-d959fcab8e59,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,8,9ab51757-e3be-4304-820b-d959fcab8e59_selfie.jpeg,9ab51757-e3be-4304-820b-d959fcab8e59_transaction_selfie.jpeg,0.83,0.29,0.87,0.85
7e13b0d8-147e-43fa-ad83-fb5ee5023dd2,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,7e13b0d8-147e-43fa-ad83-fb5ee5023dd2_selfie.jpeg,7e13b0d8-147e-43fa-ad83-fb5ee5023dd2_transaction_selfie.jpeg,0.66,0.3,0.85,0.88
f851de40-4f44-411d-9132-84e4a7c197b2,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,f851de40-4f44-411d-9132-84e4a7c197b2_selfie.jpeg,f851de40-4f44-411d-9132-84e4a7c197b2_transaction_selfie.jpeg,0.83,0.28,0.87,0.86
8a0265c9-8041-47f6-849c-3e97c7ca404e,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,8a0265c9-8041-47f6-849c-3e97c7ca404e_selfie.jpeg,8a0265c9-8041-47f6-849c-3e97c7ca404e_transaction_selfie.jpeg,0.72,0.34,0.87,0.85
c47573bf-5570-49ed-b42e-8fbc4b5b6f95,1,,MANUAL_BY_BIOMETRIC_FACE,8,c47573bf-5570-49ed-b42e-8fbc4b5b6f95_selfie.jpeg,c47573bf-5570-49ed-b42e-8fbc4b5b6f95_transaction_selfie.jpeg,0.62,0.3,0.8,0.87
5df81850-04eb-45f0-bdda-38ff3b7e526c,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,10,5df81850-04eb-45f0-bdda-38ff3b7e526c_selfie.jpeg,5df81850-04eb-45f0-bdda-38ff3b7e526c_transaction_selfie.jpeg,0.07,0.49,0.9,0.87
2e9e9fd0-59c6-4cb9-9b56-2d4d71e5875e,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,2e9e9fd0-59c6-4cb9-9b56-2d4d71e5875e_selfie.jpeg,2e9e9fd0-59c6-4cb9-9b56-2d4d71e5875e_transaction_selfie.jpeg,0.63,0.34,0.8,0.86
46f6d58c-7833-460c-ad2e-6283502e5f70,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,46f6d58c-7833-460c-ad2e-6283502e5f70_selfie.jpeg,46f6d58c-7833-460c-ad2e-6283502e5f70_transaction_selfie.jpeg,0.5,0.32,0.78,0.87
7737ce2d-8f35-4d0a-9702-f3112d4cc1f6,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,7737ce2d-8f35-4d0a-9702-f3112d4cc1f6_selfie.jpeg,7737ce2d-8f35-4d0a-9702-f3112d4cc1f6_transaction_selfie.jpeg,0.17,0.32,0.77,0.87
0497b256-61ab-42bc-8148-9d40986d3dee,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,0497b256-61ab-42bc-8148-9d40986d3dee_selfie.jpeg,0497b256-61ab-42bc-8148-9d40986d3dee_transaction_selfie.jpeg,0.84,0.28,0.86,0.88
5f4fa5e2-a1c0-4eae-8c6e-2d74f5278721,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,5f4fa5e2-a1c0-4eae-8c6e-2d74f5278721_selfie.jpeg,5f4fa5e2-a1c0-4eae-8c6e-2d74f5278721_transaction_selfie.jpeg,0.77,0.39,0.74,0.86
a5a9faeb-ac45-45d7-8fe3-32821ab6e79e,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,a5a9faeb-ac45-45d7-8fe3-32821ab6e79e_selfie.jpeg,a5a9faeb-ac45-45d7-8fe3-32821ab6e79e_transaction_selfie.jpeg,0.45,0.45,0.75,0.87
2ab817ed-966d-43d9-a7f4-e48188788419,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,2ab817ed-966d-43d9-a7f4-e48188788419_selfie.jpeg,2ab817ed-966d-43d9-a7f4-e48188788419_transaction_selfie.jpeg,0.32,0.32,0.85,0.87
90db9732-fd0d-417d-9efc-ca6eb2391dd9,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,90db9732-fd0d-417d-9efc-ca6eb2391dd9_selfie.jpeg,90db9732-fd0d-417d-9efc-ca6eb2391dd9_transaction_selfie.jpeg,0.64,0.29,0.81,0.84
d2b5a3bb-85fe-4549-9f8f-028e83dbd7ad,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,d2b5a3bb-85fe-4549-9f8f-028e83dbd7ad_selfie.jpeg,d2b5a3bb-85fe-4549-9f8f-028e83dbd7ad_transaction_selfie.jpeg,0.83,0.3,0.84,0.86
b4faf3b7-cfe0-4642-ae09-9be30602f6ca,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,b4faf3b7-cfe0-4642-ae09-9be30602f6ca_selfie.jpeg,b4faf3b7-cfe0-4642-ae09-9be30602f6ca_transaction_selfie.jpeg,0.59,0.32,0.86,0.86
784da772-31fa-4156-b46a-97cadf85ab86,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,784da772-31fa-4156-b46a-97cadf85ab86_selfie.jpeg,784da772-31fa-4156-b46a-97cadf85ab86_transaction_selfie.jpeg,0.76,0.32,0.67,0.84
8ea9d637-a75d-4e27-8fba-723ecfdb6bbe,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,8ea9d637-a75d-4e27-8fba-723ecfdb6bbe_selfie.jpeg,8ea9d637-a75d-4e27-8fba-723ecfdb6bbe_transaction_selfie.jpeg,0.41,0.35,0.76,0.86
945684d4-56dd-4d75-8e6f-b279cf932d84,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,945684d4-56dd-4d75-8e6f-b279cf932d84_selfie.jpeg,945684d4-56dd-4d75-8e6f-b279cf932d84_transaction_selfie.jpeg,0.76,0.36,0.68,0.87
f0137ec1-2a51-43d1-8d01-ed29e3a58be8,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,f0137ec1-2a51-43d1-8d01-ed29e3a58be8_selfie.jpeg,f0137ec1-2a51-43d1-8d01-ed29e3a58be8_transaction_selfie.jpeg,0.79,0.3,0.76,0.86
65d1fe47-a915-43cf-ba6a-bc120f05bc45,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,65d1fe47-a915-43cf-ba6a-bc120f05bc45_selfie.jpeg,65d1fe47-a915-43cf-ba6a-bc120f05bc45_transaction_selfie.jpeg,0.64,0.33,0.79,0.86
5ae06c68-cc17-42c2-b675-c6e957782dd7,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,9,5ae06c68-cc17-42c2-b675-c6e957782dd7_selfie.jpeg,5ae06c68-cc17-42c2-b675-c6e957782dd7_transaction_selfie.jpeg,0.81,0.3,0.86,0.87
760beae4-9bd0-4177-8c76-ad501dcec657,0,SUSPECTED_FRAUD,MANUAL_BY_BIOMETRIC_FACE,9,760beae4-9bd0-4177-8c76-ad501dcec657_selfie.jpeg,760beae4-9bd0-4177-8c76-ad501dcec657_transaction_selfie.jpeg,0.29,0.28,0.87,0.86
2dd06942-8e8d-4449-af3e-8cdda5af152c,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,2dd06942-8e8d-4449-af3e-8cdda5af152c_selfie.jpeg,2dd06942-8e8d-4449-af3e-8cdda5af152c_transaction_selfie.jpeg,0.72,0.3,0.86,0.87
ca4bea23-d344-4a8c-93e4-c6304bd9aaa0,1,BIOMETRIC_AUTHENTICATED,MANUAL_BY_BIOMETRIC_FACE,10,ca4bea23-d344-4a8c-93e4-c6304bd9aaa0_selfie.jpeg,ca4bea23-d344-4a8c-93e4-c6304bd9aaa0_transaction_selfie.jpeg,0.56,0.29,0.87,0.87
